,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
9602,First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Supplies,34.2,5,0.0,9.234
4522,Second Class,Corporate,United States,Louisville,Colorado,80027,West,Office Supplies,Fasteners,9.432,3,0.2,3.0654
7168,Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,236.5,10,0.0,68.585
5094,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,214.95,5,0.5,-120.372
133,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,20.04,3,0.0,9.6192
5368,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,15.58,1,0.0,3.895
5500,Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,664.146,6,0.1,88.5528
8629,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,481.176,2,0.4,-120.294
4210,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,15.984,2,0.2,4.995
8024,Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,1.044,1,0.8,-1.827
7378,Same Day,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Art,10.272,3,0.2,1.1556
3954,Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,5.47,1,0.0,2.3521
1455,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,91.2,3,0.0,41.952
1808,First Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Technology,Phones,69.93,7,0.0,0.6993
8041,Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,33.18,2,0.0,11.613
1223,First Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,78.15,1,0.0,34.386
6503,Standard Class,Consumer,United States,Medina,Ohio,44256,East,Office Supplies,Binders,19.242,3,0.7,-13.4694
6170,Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,34.248,3,0.2,11.5587
8884,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,6.528,4,0.7,-4.5696
3829,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,476.8,2,0.0,119.2
6326,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,13.98,1,0.0,4.0542
2014,Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Paper,13.08,2,0.0,6.0168
6152,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,87.92,4,0.0,0.8792
9949,Second Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Technology,Accessories,83.97,3,0.0,15.9543
9328,First Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Art,25.98,1,0.0,7.2744
5224,Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,166.44,3,0.0,79.8912
7048,First Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,15.552,3,0.2,5.4432
3254,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,107.984,1,0.2,9.4486
7416,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,539.91,3,0.4,-116.9805
6552,Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,158.9,5,0.0,7.945
3977,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,8.94,3,0.0,4.1124
2569,Same Day,Corporate,United States,Newark,Ohio,43055,East,Technology,Phones,164.388,2,0.4,-35.6174
4627,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,24.88,2,0.0,6.9664
4715,Standard Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Phones,201.584,2,0.2,20.1584
2497,Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Envelopes,124.46,2,0.0,58.4962
9014,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Envelopes,19.4,5,0.0,9.312
6226,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Furniture,Chairs,291.168,4,0.2,-14.5584
6116,Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,2279.96,4,0.0,592.7896
60,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Binders,48.48,4,0.2,16.362
5593,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,59.913,7,0.7,-45.9333
8499,Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Binders,49.632,6,0.2,16.7508
588,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Technology,Phones,84.784,2,0.2,-20.1362
9491,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,9.12,3,0.0,3.1008
1047,Standard Class,Consumer,United States,Miami,Florida,33142,South,Furniture,Furnishings,102.36,3,0.2,-3.8385
9660,Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Technology,Phones,3023.928,9,0.2,226.7946
1355,Same Day,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,220.776,3,0.2,-44.1552
1918,Second Class,Home Office,United States,Detroit,Michigan,48227,Central,Technology,Phones,299.9,2,0.0,74.975
8863,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Appliances,111.04,4,0.0,29.9808
7958,Standard Class,Corporate,United States,Chico,California,95928,West,Furniture,Furnishings,72.9,5,0.0,26.973
5026,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Appliances,137.62,2,0.0,60.5528
6154,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,51.336,3,0.2,5.7753
7578,First Class,Home Office,United States,Omaha,Nebraska,68104,Central,Furniture,Chairs,563.94,3,0.0,112.788
8586,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,1287.45,5,0.0,244.6155
1086,Same Day,Consumer,United States,Des Moines,Iowa,50315,Central,Office Supplies,Paper,6.48,1,0.0,3.1104
608,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,21.168,9,0.2,2.3814
9902,Standard Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Paper,6.672,1,0.2,2.085
8954,Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Bookcases,155.456,4,0.2,-7.7728
5851,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Binders,74.76,3,0.0,34.3896
3517,First Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Technology,Phones,44.784,2,0.2,4.4784
3818,Standard Class,Consumer,United States,Mobile,Alabama,36608,South,Furniture,Chairs,1056.86,7,0.0,306.4894
3749,Second Class,Corporate,United States,Inglewood,California,90301,West,Technology,Copiers,879.984,2,0.2,329.994
5926,Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Furniture,Tables,1215.92,8,0.0,316.1392
8201,Same Day,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,67.15,5,0.0,16.7875
231,Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,233.86,2,0.45,-102.048
2775,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,154.44,3,0.0,1.5444
4253,Same Day,Consumer,United States,Lakeland,Florida,33801,South,Technology,Phones,11.824,2,0.2,1.0346
5065,Standard Class,Consumer,United States,Burlington,North Carolina,27217,South,Technology,Accessories,383.976,3,0.2,81.5949
8854,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,617.976,3,0.2,-7.7247
3728,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Labels,14.94,3,0.0,6.8724
1000,Standard Class,Home Office,United States,Vancouver,Washington,98661,West,Office Supplies,Art,44.02,2,0.0,11.4452
5655,First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Art,18.688,4,0.2,2.336
1106,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,2.328,2,0.6,-0.7566
4102,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,146.176,8,0.2,47.5072
6898,Second Class,Consumer,United States,Naperville,Illinois,60540,Central,Furniture,Chairs,602.651,7,0.3,-163.5767
8369,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Tables,902.712,3,0.2,33.8517
1489,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,5.04,2,0.2,1.764
3095,Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Fasteners,12.032,8,0.2,2.256
4915,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,14.952,3,0.2,5.4201
2798,Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,39.96,2,0.0,18.7812
7421,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,126.08,2,0.2,-28.368
9633,First Class,Consumer,United States,Everett,Massachusetts,2149,East,Technology,Accessories,177.0,3,0.0,30.09
3068,Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,288.24,6,0.0,138.3552
2520,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Appliances,868.59,3,0.0,251.8911
916,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,797.944,4,0.3,-56.996
8740,First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Office Supplies,Art,73.2,5,0.0,21.228
4350,Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,16.768,2,0.2,1.4672
7489,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,12.96,2,0.0,6.2208
4322,Standard Class,Consumer,United States,Akron,Ohio,44312,East,Technology,Phones,323.982,3,0.4,-80.9955
6917,Standard Class,Corporate,United States,Sacramento,California,95823,West,Furniture,Chairs,1403.92,5,0.2,70.196
1252,Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Technology,Phones,1099.96,4,0.0,285.9896
5584,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,83.56,4,0.0,1.6712
4563,Standard Class,Home Office,United States,Miramar,Florida,33023,South,Furniture,Chairs,419.136,4,0.2,-57.6312
3453,Second Class,Consumer,United States,Macon,Georgia,31204,South,Office Supplies,Binders,58.72,4,0.0,27.0112
5433,Standard Class,Consumer,United States,Chandler,Arizona,85224,West,Office Supplies,Art,8.896,4,0.2,0.6672
4642,Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Furniture,Chairs,579.136,4,0.2,-28.9568
7094,Second Class,Consumer,United States,Decatur,Illinois,62521,Central,Technology,Accessories,479.952,6,0.2,89.991
9355,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,3.64,2,0.0,1.0192
6962,Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,10.2,5,0.0,4.794
2263,Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Accessories,499.98,2,0.0,114.9954
3373,Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Furnishings,28.44,3,0.0,11.376
7777,Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Storage,51.45,3,0.0,13.8915
4694,Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,29.52,4,0.0,14.4648
8378,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,15.552,3,0.2,5.6376
5320,First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Tables,2314.116,7,0.4,-1002.7836
3365,First Class,Consumer,United States,Mission Viejo,California,92691,West,Furniture,Bookcases,290.666,2,0.15,3.4196
2278,Standard Class,Consumer,United States,Southaven,Mississippi,38671,South,Technology,Accessories,223.96,4,0.0,53.7504
6672,Standard Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Art,265.86,7,0.0,79.758
3394,Same Day,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,40.032,6,0.2,15.012
234,Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Furnishings,258.072,3,0.2,0.0
4995,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,52.064,4,0.2,18.8732
5589,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,34.05,3,0.0,9.534
3990,Standard Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Supplies,286.344,3,0.2,-64.4274
9402,Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,209.148,2,0.4,-66.2302
7112,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,54.9,5,0.0,15.372
1912,Second Class,Corporate,United States,Houston,Texas,77041,Central,Technology,Machines,597.132,3,0.4,49.761
8185,Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,7.824,1,0.2,2.934
9003,Same Day,Consumer,United States,Spokane,Washington,99207,West,Technology,Accessories,239.94,6,0.0,26.3934
2383,First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Art,16.02,9,0.0,4.4856
9480,Standard Class,Consumer,United States,Oswego,Illinois,60543,Central,Office Supplies,Binders,304.99,5,0.8,-533.7325
7767,First Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Art,7.152,3,0.2,0.7152
9726,First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Appliances,286.86,7,0.0,80.3208
6414,Second Class,Home Office,United States,Hollywood,Florida,33021,South,Office Supplies,Binders,11.52,5,0.7,-7.68
2123,Second Class,Home Office,United States,Lansing,Michigan,48911,Central,Office Supplies,Labels,27.72,9,0.0,13.3056
8891,First Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Chairs,121.78,2,0.0,30.445
5151,First Class,Corporate,United States,Helena,Montana,59601,West,Office Supplies,Storage,39.9,5,0.0,10.374
5592,Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,18.94,1,0.0,9.47
1970,Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,6.408,3,0.2,0.6408
73,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,97.04,2,0.2,1.213
3078,Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Art,31.84,8,0.0,10.5072
1462,First Class,Corporate,United States,Pasadena,Texas,77506,Central,Technology,Accessories,159.984,2,0.2,43.9956
49,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Office Supplies,Binders,38.22,6,0.0,17.9634
1594,First Class,Home Office,United States,Peoria,Illinois,61604,Central,Furniture,Bookcases,359.058,3,0.3,-35.9058
7106,Second Class,Corporate,United States,Newark,Ohio,43055,East,Technology,Accessories,122.328,9,0.2,1.5291
4960,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,67.84,1,0.0,18.3168
2605,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,1.167,1,0.7,-0.8558
3698,Standard Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Storage,79.4,5,0.2,5.955
635,Second Class,Corporate,United States,Warner Robins,Georgia,31088,South,Furniture,Chairs,392.94,3,0.0,43.2234
2397,Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Labels,5.76,2,0.0,2.8224
3984,Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,48.94,1,0.0,24.47
2407,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,24.2,5,0.0,7.986
6363,Standard Class,Consumer,United States,Renton,Washington,98059,West,Technology,Machines,1039.992,1,0.2,103.9992
1598,Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Supplies,6.672,1,0.2,0.5004
2003,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,304.45,5,0.0,76.1125
7977,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Phones,659.97,3,0.0,197.991
5410,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,42.76,1,0.0,11.1176
3708,Standard Class,Corporate,United States,Mesquite,Texas,75150,Central,Office Supplies,Appliances,34.176,3,0.8,-87.1488
8404,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Furnishings,83.92,4,0.0,5.8744
4474,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,15.552,3,0.2,5.4432
4470,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,128.058,3,0.3,-23.7822
3544,Second Class,Consumer,United States,College Station,Texas,77840,Central,Office Supplies,Paper,28.672,8,0.2,10.3936
6529,Standard Class,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Labels,6.936,3,0.2,2.3409
3274,Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central,Office Supplies,Fasteners,18.24,3,0.0,9.12
7086,First Class,Corporate,United States,Chester,Pennsylvania,19013,East,Office Supplies,Supplies,190.896,2,0.2,-42.9516
4287,Standard Class,Home Office,United States,Nashville,Tennessee,37211,South,Office Supplies,Storage,64.784,1,0.2,-12.9568
632,Second Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Phones,300.768,4,0.2,30.0768
7520,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Copiers,1399.98,2,0.0,629.991
4047,First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,80.88,3,0.0,39.6312
6990,Second Class,Consumer,United States,Hampton,Virginia,23666,South,Office Supplies,Appliances,44.43,3,0.0,18.6606
6595,First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,11.76,5,0.7,-7.84
2137,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Binders,3.656,4,0.8,-5.8496
478,Standard Class,Consumer,United States,Troy,New York,12180,East,Furniture,Furnishings,40.2,3,0.0,19.296
1262,Second Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Binders,17.472,3,0.2,6.3336
8084,Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Storage,718.64,10,0.2,-161.694
9644,Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Technology,Accessories,89.544,7,0.2,12.3123
3541,First Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,5.352,3,0.2,1.6056
8380,Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,10.896,3,0.2,3.405
2179,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,85.232,7,0.2,30.8966
8527,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,159.984,2,0.2,43.9956
875,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Furniture,Furnishings,322.59,3,0.0,64.518
567,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,81.088,7,0.2,27.3672
3880,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Office Supplies,Paper,9.568,2,0.2,2.99
5110,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,186.912,6,0.2,-35.046
5298,First Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Envelopes,4.08,2,0.0,1.9176
1716,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Appliances,242.9,5,0.0,70.441
117,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,787.53,3,0.0,165.3813
7841,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,45.96,2,0.0,13.788
4170,First Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,54.816,3,0.2,17.8152
7033,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,55.008,3,0.2,17.19
3623,Standard Class,Consumer,United States,Macon,Georgia,31204,South,Office Supplies,Binders,7.16,2,0.0,3.4368
3533,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,13.12,4,0.0,3.8048
823,Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Labels,9.82,2,0.0,4.8118
3850,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,85.96,7,0.0,40.4012
6450,Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Paper,45.68,2,0.0,21.0128
5700,First Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Envelopes,40.752,3,0.2,15.282
4484,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,9.296,2,0.2,3.0212
356,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,17.04,4,0.0,6.9864
5893,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,2.78,1,0.0,1.3622
8412,Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Tables,933.408,4,0.3,-173.3472
7461,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,52.76,2,0.0,24.2696
7809,Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,108.784,2,0.2,10.8784
869,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,1141.47,5,0.7,-760.98
2210,Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,43.8,10,0.0,21.024
293,First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,300.416,8,0.2,78.8592
1337,Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,29.78,2,0.0,8.0406
4999,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper,56.7,5,0.0,27.783
7474,Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,2573.82,9,0.0,746.4078
6283,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,304.9,5,0.0,143.303
9923,First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,49.848,3,0.2,16.8237
3331,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Accessories,227.976,3,0.2,28.497
4161,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,22.58,2,0.0,5.8708
4873,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,48.816,3,0.2,-11.5938
7181,Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Accessories,40.0,2,0.2,0.5
7476,Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,5.48,2,0.0,1.4796
8323,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,44.75,5,0.0,20.585
3356,Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,3.81,1,0.0,1.8288
5285,First Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Envelopes,21.24,9,0.2,7.434
2165,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Furniture,Furnishings,139.92,5,0.6,-150.414
1304,Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Phones,287.97,3,0.0,77.7519
1908,First Class,Corporate,United States,Los Angeles,California,90008,West,Furniture,Furnishings,136.92,4,0.0,41.076
3017,Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736
4881,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Technology,Accessories,2249.91,9,0.0,517.4793
7284,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,66.112,2,0.2,-9.0904
4538,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,13.12,4,0.0,4.3296
7838,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Accessories,159.98,2,0.0,57.5928
4814,First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,17.94,3,0.0,8.073
3611,Second Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Accessories,58.416,2,0.2,16.7946
1812,Standard Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,77.6,5,0.2,28.13
9792,Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,107.772,2,0.3,-29.2524
3677,Standard Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Fasteners,15.8,4,0.0,5.056
7813,First Class,Consumer,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,10.56,6,0.0,4.6464
8905,Same Day,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,30.84,3,0.0,6.168
4579,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,65.78,11,0.0,32.2322
1989,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,26.22,3,0.0,12.3234
9384,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,25.92,4,0.0,12.4416
6875,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Labels,25.06,2,0.0,11.7782
368,Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,104.79,7,0.0,29.3412
1839,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Appliances,62.92,1,0.2,10.2245
119,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Furnishings,47.04,3,0.0,18.3456
2783,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,23.988,2,0.4,-15.992
7128,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Furnishings,19.92,4,0.0,6.5736
3336,First Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,129.92,4,0.0,10.3936
6676,Second Class,Consumer,United States,Lawrence,Indiana,46226,Central,Office Supplies,Appliances,19.75,5,0.0,5.135
4526,Standard Class,Home Office,United States,Rome,New York,13440,East,Office Supplies,Paper,99.9,5,0.0,47.952
7534,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Bookcases,231.92,5,0.2,5.798
9643,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Chairs,481.568,2,0.2,54.1764
9782,Second Class,Corporate,United States,Paterson,New Jersey,7501,East,Office Supplies,Paper,274.8,5,0.0,134.652
7913,First Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,25.696,2,0.2,1.9272
2389,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,6.48,1,0.0,3.1104
5451,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Furniture,Furnishings,40.56,2,0.0,12.9792
1370,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,14.04,3,0.2,1.5795
4709,First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,11.68,2,0.0,3.0368
9343,First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Tables,455.97,5,0.4,-106.393
3532,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,287.968,4,0.2,97.1892
9966,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Envelopes,109.69,7,0.0,51.5543
2013,Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Furniture,Chairs,350.98,1,0.0,84.2352
